Stationen vom: 10.08.2015
"Stationscode";"Stationsname";"Kategorie";"Synonym";"Aktiv seit ";"Aktivitätsperiode: von ";"Aktivitätsperiode: bis";"Verlegt";"Straße";"Nr";"PLZ";"Ort";"Länge dezimal";"Breite dezimal";"Höhe";"Stationsumgebung (EoI)";"Art der Station (EoI)";"Einwohnerzahl (EoI)";"Abstand zur Straße (EoI)";"Bemerkung (EoI)";"Lokaler Code";"EMEP-Code";"O3-Klasse aus UBA FE";"NO/NO2-Klasse aus UBA FE";"Bemerkung des UBA(1)";"Bemerkung des UBA(2)";"Bemerkung des Netzbetreibers";"AEI-Station";"AEI-von";"AEI-bis";"ersetzt AEI-Station";"Amtlicher Gemeindeschlüssel (AGS)";"Gemeindenamen";"Entfernung von einer verkehrsreichen Kreuzung in Metern";"Geschätztes Verkehrsaufkommen (Anzahl der Fahrzeuge pro Tag)";"Waagrechte Entfernung vom nächsten Gebäude in Metern";"Entfernung von der nächsten Straße in Metern";"Entfernung von der wichtigsten Industriequelle in Metern";"Quelle 1 (Hauptquelle)";"Quelle 1 (Hauptquelle) - ID";"Gasförmige Schadstoffe";"Partikelförmige Schadstoffe";"Deposition";"Umweltmonitoring-Typ";
"DEHH056";"HH Sievekingsallee (Straße)";"Luftmessstation";"57SK";"31.05.1999";"31.05.1999";"10.07.2000";"nein";"Sievekingsallee";"103";"20535";"Hamburg";"10,063850";"53,560099";"17";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"57SK";"No";"";"";"Sievekingsallee 103, 20535 Hamburg (Hamm-Nord)";"";"Verkehr";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH057";"Hamburg Marckmannstr.";"Luftmessstation";"";"01.10.1995";"01.10.1995";"";"nein";"Marckmannstr.";"129 b";"20539";"Hamburg";"10,048428";"53,534663";"42";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"41MM";"No";"";"";"Marckmannstr. 129b Haus 6, 20539 Hamburg (Rothenburgsort), Höhe=22m+20m über dem Boden=42m";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"";"k.A.";
"DEHH058";"HH Holstenstraße (Straße)";"Luftmessstation";"60HS";"01.08.1999";"01.08.1999";"03.09.2001";"nein";"Holstenstraße";"191";"22765";"Hamburg";"9,948281";"53,560479";"21";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"60HS";"No";"";"";"Holstenstr. 191, 22765 Hamburg (Altona-Altstadt)";"";"Verkehr";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH059";"Hamburg Wilhelmsburg";"Luftmessstation";"61WB";"03.04.2000";"03.04.2000";"";"nein";"Rotenhäuser Damm";"78a";"21107";"Hamburg";"9,990569";"53,507930";"3";"städtisches Gebiet";"Hintergrund";"";">10-50 m";"Fluß:Elbe";"61WB";"";"";"";"";"";"";"ja";"01.01.2008";"";"";"2000000";"Hamburg";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEHH060";"HH Lenhartzstraße (Straße)";"Luftmessstation";"63LH";"09.08.2000";"09.08.2000";"01.11.2001";"nein";"Lenhartzstraße";"11";"20249";"Hamburg";"9,981878";"53,586409";"6";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"63LH";"";"";"";"Lenhartzstraße 11, 20249 Hamburg (Eppendorf)";"";"Verkehr";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH061";"HH Wandsbeker Chaussee (Straße)";"Luftmessstation";"62WC";"14.08.2000";"14.08.2000";"01.11.2001";"nein";"Wandsbeker Chaussee";"7";"22089";"Hamburg";"10,035421";"53,564779";"7";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"62WC";"";"";"";"Wandsbeker Chaussee, 22089 Hamburg (Eilbek)";"";"Verkehr";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH062";"HH Blankenese-Anleger";"Luftmessstation";"66BA";"05.04.2001";"05.04.2001";"05.06.2002";"nein";"Fähranlage Blankenese";"";"22587";"Hamburg";"9,805400";"53,555866";"2";"vorstädtisches Gebiet";"Verkehr";"";">50-100 m";"zur Messung von Immissionen durch den Schiffsverkehr";"66BA";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH063";"HH Neuwerk";"Luftmessstation";"65NW";"05.04.2001";"05.04.2001";"03.12.2001";"nein";"Am Mittelweg";"";"27499";"Hamburg Neuwerk";"8,497442";"53,917866";"1";"ländlich abgelegen";"Hintergrund";"";">1-10 m";"an Feldweg gelegen";"65NW";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEHH064";"Hamburg Kieler Straße";"Luftmessstation";"64KS";"01.06.2001";"01.06.2001";"";"nein";"Kieler Straße";"13";"22769";"Hamburg";"9,944580";"53,564399";"16";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"64KS";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"180";"26000";"3";"70";"";"Verkehr (1A3)";"1A3";"1,5";"3,5";"";"k.A.";
"DEHH065";"HH Gärtnerstaße (Straße)";"Luftmessstation";"67GS";"01.11.2001";"01.11.2001";"01.12.2003";"nein";"Gärtnerstr.";"19/21";"20253";"Hamburg";"9,968009";"53,583575";"14";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"67GS";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH066";"HH Kaltehofe - Messort A";"Luftmessstation";"";"01.04.1993";"01.04.1993";"30.11.2000";"nein";"Hauptdeich";"";"20539";"Hamburg";"10,053206";"53,523569";"2";"ländlich stadtnah";"Industrie";"";">1-10 m";"";"";"";"";"";"nur Staubinhalt";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Industrieprozesse (2)";"2";"";"3,5";"";"k.A.";
"DEHH067";"HH Kaltehofe - Messort D";"Luftmessstation";"";"01.02.2001";"01.02.2001";"31.12.2006";"nein";"Hauptdeich";"";"20539";"Hamburg";"10,055228";"53,526040";"2";"ländlich stadtnah";"Industrie";"";">50-100 m";"";"Kd";"";"";"";"nur TSP-Inhalt";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Industrieprozesse (2)";"2";"";"3,5";"";"k.A.";
"DEHH068";"Hamburg Habichtstraße";"Luftmessstation";"68HB";"01.01.2002";"01.01.2002";"";"nein";"Habichtstr.";"59";"22305";"Hamburg";"10,053859";"53,592301";"12";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"68HB";"";"";"";"";"";"Verkehr";"nein";"";"";"";"2000000";"Hamburg";"170";"48000";"9";"42";"";"Verkehr (1A3)";"1A3";"1,5";"3,5";"";"k.A.";
"DEHH069";"HH Braamkamp (Straße)";"Luftmessstation";"69BK";"03.01.2002";"03.01.2002";"02.04.2003";"nein";"Braamkamp";"39";"22297";"Hamburg";"10,003454";"53,600687";"19";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"69BK";"";"";"";"";"";"Verkehr";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH070";"Hamburg Max-Brauer-Allee II (Straße)";"Luftmessstation";"70MB";"01.03.2002";"01.03.2002";"";"nein";"Max-Brauer-Allee";"92/94";"22765";"Hamburg";"9,943012";"53,555668";"25";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"70MB";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"80";"29000";"14";"70";"";"Verkehr (1A3)";"1A3";"1,5";"3,5";"";"k.A.";
"DEHH071";"HH Billwerder";"Luftmessstation";"71BW";"01.07.2003";"01.07.2003";"02.03.2005";"";"Billwerder Billdeich";"";"22113";"Hamburg";"10,121845";"53,519080";"1";"ländliches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Sondermessung neben der Autobahn A1, Messende am 2.3.2005. Station kann nicht, wie ursprünglich geplant, zum späteren Zeitpunkt an gleicher Stelle wieder in Betrieb gehen.";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH072";"Hamburg Finkenwerder West";"Luftmessstation";"72FI";"01.03.2004";"01.03.2004";"";"";"Neßkatenweg";"1a";"21129";"Hamburg";"9,844080";"53,535958";"0";"städtisches Gebiet";"Industrie";"";">1-10 m";"";"72FI";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"1600";"Industrieprozesse (2)";"2";"3,5";"3,5";"";"k.A.";
"DEHH073";"Hamburg Finkenwerder Airbus";"Luftmessstation";"73FW";"01.02.2004";"01.02.2004";"";"";"Neßhauptdeich";"";"21129";"Hamburg";"9,832702";"53,532075";"5";"ländlich stadtnah";"Industrie";"";">50-100 m";"";"73FW";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"1400";"Industrieprozesse (2)";"2";"1,5";"";"";"k.A.";
"DEHH074";"Hamburg Billstedt";"Luftmessstation";"74BT";"16.06.2004";"16.06.2004";"";"";"Geesthang";"";"22111";"Hamburg";"10,102823";"53,538531";"18";"städtisches Gebiet";"Hintergrund";"";">10-50 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH075";"Hamburg Billwerder II";"Luftmessstation";"76BW";"01.12.2006";"01.12.2006";"10.05.2010";"nein";"Billwerder Billdeich";"";"22113";"Hamburg";"10,122063";"53,518764";"1";"ländlich stadtnah";"Verkehr";"";">10-50 m";"";"76BW";"";"";"";"";"";"50 Meter Entfernung zur früheren Station Billwerder I, DEHH071 - allerdings nach umfassenden Änderungen durch den Bau eines großen Lärmschutzwalls.";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEHH076";"Hamburg Heimfeld";"Luftmessstation";"";"27.07.2007";"27.07.2007";"12.09.2011";"nein";"Buxtehuder Straße";"50";"21073";"Hamburg-Harburg";"9,971706";"53,467561";"4";"städtisches Gebiet";"Hintergrund";"";">50-100 m";"";"77HF";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEHH077";"HH_Haken-Sperrwerk";"Luftmessstation";"";"01.01.2007";"01.01.2007";"31.12.2007";"";"Ausschläger Elbdeich";"";"20539";"Hamburg";"10,044562";"53,529575";"7";"städtisches Gebiet";"Industrie";"";"";"";"HA";"";"";"";"";"";"Gauß-Krüger Koordinaten in GRS80 - Koordinaten umgerechnet";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"Industrieprozesse (2)";"2";"";"";"";"k.A.";
"DEHH078";"Hamburg Simon-von-Utrecht-Straße 66";"Luftmessstation";"79SU";"23.07.2010";"23.07.2010";"17.10.2011";"nein";"Simon-von-Utrecht-Straße";"66";"20359";"Hamburg";"9,965585";"53,551042";"16";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"79SU";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"240";"16000";"4";"35";"";"Verkehr (1A3)";"1A3";"1,5";"3,5";"";"k.A.";
"DEHH079";"Hamburg Altona Elbhang";"Luftmessstation";"80KT";"08.12.2011";"08.12.2011";"";"nein";"Olbersweg";"";"22767";"Hamburg";"9,944815";"53,545269";"25";"städtisches Gebiet";"Hintergrund";"";">1-10 m";"";"80KT";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEHH080";"Hamburg Willy-Brandt-Straße";"Luftmessstation";"81WT";"27.02.2012";"27.02.2012";"02.05.2013";"";"Willy-Brandt-Straße";"73";"20459";"Hamburg";"9,987920";"53,547355";"5";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"81WT";"";"";"";"";"";"";"nein";"";"";"";"2000000";"Hamburg";"103";"59000";"11";"50";"";"Verkehr (1A3)";"1A3";"1,5";"3,5";"";"k.A.";
"DEMV001";"Selmsdorf";"Luftmessstation";"";"16.01.1992";"16.01.1992";"30.11.2000";"nein";"Ihlenberg";"4";"23923";"Selmsdorf";"10,901677";"53,868073";"63";"ländliches Gebiet";"Hintergrund";"";">10-50 m";"";"MV21";"No";"LA";"";"";"Daten vor Inbetriebnahme";"Daten v. Inbetriebnahme löschen";"nein";"";"";"";"13058096";"Selmsdorf";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEMV002";"Rostock";"Luftmessstation";"";"01.01.1992";"01.01.1992";"22.01.2008";"nein";"Holbeinplatz";"";"18057";"Rostock";"12,101389";"54,093889";"10";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"MV22";"No";"ST";"";"";"";"";"nein";"";"";"";"13003000";"Rostock";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEMV003";"Neubrandenburg";"Luftmessstation";"";"01.01.1992";"01.01.1992";"";"nein";"Am Pferdemarkt";"";"17033";"Neubrandenburg";"13,266440";"53,559784";"15";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"MV23";"No";"ST";"";"";"";"";"nein";"";"";"";"13002000";"Neubrandenburg";"30";"30000";"14";"15";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEMV004";"Gülzow";"Luftmessstation";"";"01.01.1992";"01.01.1992";"";"nein";"Boldebucker Weg";"3";"18276";"Gülzow";"12,064708";"53,817775";"17";"ländliches Gebiet";"Hintergrund";"";">10-50 m";"";"MV26";"No";"LA";"";"";"";"";"nein";"";"";"";"13053104";"Gülzow-Prüzen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"3,2";"k.A.";
"DEMV005";"Schwerin";"Luftmessstation";"";"01.01.1992";"01.01.1992";"02.04.2008";"nein";"Bürgermeister-Bade-Platz";"";"19055";"Schwerin";"11,408899";"53,637730";"42";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"MV25";"No";"ST";"";"";"";"";"nein";"";"";"";"13004000";"Schwerin";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEMV006";"Stralsund";"Luftmessstation";"";"21.10.1992";"21.10.1992";"30.06.2010";"nein";"Tribseer Damm";"";"18437";"Stralsund";"13,066673";"54,306722";"6";"städtisches Gebiet";"Verkehr";"";">1-10 m";"See:Bodden,Ausläufer der Ostsee";"MV24";"No";"ST";"";"";"";"";"nein";"";"";"";"13005000";"Stralsund";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEMV007";"Rostock-Stuthof";"Luftmessstation";"";"01.01.1993";"01.01.1993";"";"nein";"";"";"18146";"Rostock-Stuthof";"12,174105";"54,161555";"5";"vorstädtisches Gebiet";"Hintergrund";"";">10-50 m";"";"MV28";"No";"LA";"";"";"";"";"nein";"";"";"";"13051066";"Rövershagen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEMV012";"Löcknitz";"Luftmessstation";"";"15.01.1994";"15.01.1994";"";"nein";"Holzenberg";"";"17321";"Mewegen";"14,257407";"53,520456";"17";"ländliches Gebiet";"Hintergrund";"";">100-200 m";"";"MV27";"No";"LA";"";"";"";"";"nein";"";"";"";"13062052";"Rothenklempenow";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEMV017";"Göhlen";"Luftmessstation";"";"01.02.1998";"01.02.1998";"";"nein";"Hauptstraße";"49";"19288";"Göhlen";"11,362965";"53,302352";"25";"ländliches Gebiet";"Hintergrund";"";">10-50 m";"Fluss:Rögnitz,Privatgelände";"MV29";"No";"";"";"Länderfax Mai 1998";"";"";"nein";"";"";"";"13054034";"Göhlen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEMV018";"Zarrentin";"Luftmessstation";"";"01.01.2001";"01.01.2001";"14.06.2010";"nein";"Wittenburger Chaussee";"13";"19246";"Zarrentin";"10,929825";"53,543687";"41";"vorstädtisches Gebiet";"Hintergrund";"";">1-10 m";"Feuerwehrgelände, pivate Verbrennung: nur vereinzelt";"MV30";"";"";"";"";"";"";"nein";"";"";"";"13054121";"Zarrentin am Schaalsee";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,8";"k.A.";
"DEMV019";"Güstrow";"Luftmessstation";"";"01.01.2004";"01.01.2004";"";"";"Goldberger Straße";"12";"18273";"Güstrow";"12,175512";"53,781750";"17";"städtisches Gebiet";"Hintergrund";"";">10-50 m";"";"MV32";"";"";"";"";"";"";"ja";"01.01.2008";"";"";"13053031";"Güstrow";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEMV020";"Rostock Am Strande";"Luftmessstation";"";"01.01.2006";"01.01.2006";"";"";"Am Strande";"103";"18055";"Rostock";"12,141994";"54,092278";"1";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"MV35";"";"";"";"";"";"";"nein";"";"";"";"13003000";"Rostock";"36";"40000";"3";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEMV021";"Rostock-Warnemünde";"Luftmessstation";"";"01.05.2006";"01.05.2006";"";"";"Richard-Wagner-Straße";"31";"18119";"Rostock-Warnemünde";"12,080003";"54,171330";"2";"städtisches Gebiet";"Hintergrund";"";">50-100 m";"";"MV034";"";"";"";"";"";"";"ja";"01.01.2008";"";"";"13003000";"Rostock";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEMV022";"Rostock-Holbeinplatz";"Luftmessstation";"";"25.01.2008";"25.01.2008";"";"";"Schweriner Straße";"66*";"18069";"Rostock";"12,099553";"54,092620";"9";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"MV36";"";"";"";"";"";"";"nein";"";"";"";"13003000";"Rostock";"29";"37000";"31";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEMV023";"Schwerin-Obotritenring";"Luftmessstation";"";"05.04.2008";"05.04.2008";"";"nein";"Obotritenring";"106 a";"19053";"Schwerin";"11,398332";"53,631805";"58";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"MV37";"";"";"";"";"";"";"nein";"";"";"";"13004000";"Schwerin";"110";"25500";"2";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEMV024";"Leizen";"Luftmessstation";"";"16.06.2010";"16.06.2010";"";"nein";"Walower Straße ";"25b";"17209";"Minzow, OT Woldzegarten";"12,463929";"53,396348";"116";"ländliches Gebiet";"Hintergrund";"";">1000-2000 m";"";"MV38";"";"";"";"";"";"";"nein";"";"";"";"13056037";"Leizen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEMV025";"Stralsund-Knieperdamm";"Luftmessstation";"";"01.10.2011";"01.10.2011";"";"";"Knieperdamm";"73";"18435";"Stralsund";"13,081010";"54,319230";"8";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"MV39";"";"";"";"";"";"";"nein";"";"";"";"13005000";"Stralsund";"62";"18000";"10";"2";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEMV026";"Garz";"Luftmessstation";"";"01.01.2013";"01.01.2013";"";"nein";"Schleuse";"6c";"18574";"Garz";"13,342138";"54,323514";"17";"ländliches Gebiet";"Hintergrund";"";"";"";"MV40";"";"";"";"";"";"Insel Rügen";"nein";"";"";"";"13061011";"Garz/Rügen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3";"";"k.A.";
"DEMV027";"Wolgast-Oberwallstraße";"Luftmessstation";"";"01.01.2014";"01.01.2014";"";"";"Oberwallstraße";"";"17438";"Wolgast";"13,779314";"54,053175";"6";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"MV41";"";"";"";"";"";"";"nein";"";"";"";"";"Wolgast";"92";"16000";"15";"5";"";"Verkehr (1A3)";"1A3";"3,1";"";"";"k.A.";
"DEMV028";"Wismar";"Luftmessstation";"";"01.05.2014";"01.05.2014";"";"";"Prof.-Frege-Straße";"";"23970";"Wismar";"11,476900";"53,900767";"5";"städtisches Gebiet";"Hintergrund";"";">200-500 m";"";"MV42";"";"";"";"";"";"";"nein";"";"";"";"13006000";"Wismar";"";"";"";"";"";"keine Emissionen (no)";"no";"";"4";"";"k.A.";
"DEMV029";"Dep_Sandhof";"Depositionsmessstation";"Level II 1302";"21.02.2014";"21.02.2014";"";"";"";"";"00000";"Sandhof";"12,059000";"53,675000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"1302";"";"";"";"keine Station des Luftmessnetz";"Level II Station";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k.A.";
"DEMV030";"Dep_TorgelowRothemuehl";"Depositionsmessstation";"Level II 1303";"21.02.2014";"21.02.2014";"";"";"";"";"00000";"Torgelow / Rothemuehl";"13,942000";"53,639000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"1303";"";"";"";"keine Station des Luftmessnetz";"Level II Station";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"k.A.";
"DEMV031";"Rostock-Hohe Düne";"Luftmessstation";"";"01.01.2015";"01.01.2015";"";"";"An der See";"14";"18119";"Rostock - Warnemünde";"12,097920";"54,177290";"2";"städtisches Gebiet";"Industrie";"";"";"";"MV43";"";"";"";"";"";"Schiffs- und Fährverkehr";"nein";"";"";"";"13003000";"Rostock";"";"";"";"";"190";"Andere (other)";"other";"3";"3";"";"k.A.";
"DENI001";"Hannover/Innenstadt";"Luftmessstation";"";"01.01.1978";"01.01.1978";"31.12.1996";"nein";"Welfenplatz";"";"30161";"Hannover";"9,741535";"52,384986";"54";"städtisches Gebiet";"Verkehr";"";"";"";"HRCC";"No";"";"ST";"";"";"";"nein";"";"";"";"3241001";"Hannover";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DENI004";"Hannover/Linden _";"Luftmessstation";"";"01.01.1978";"01.01.1978";"01.01.1988";"nein";"Davenstedter Straße";"";"30453";"Hannover";"9,694326";"52,364761";"75";"städtisches Gebiet";"Verkehr";"";"";"";"HRSW";"No";"";"";"in Immissionsdaten enthalten, bis 06-88 gültig? (s. NI054)";"Datenzuordnung";"bis 06/1988 Standort Davenstedter Str. weiterbetrieb unter gleichem Namen in Goettinger Str.(siehe NI054)";"nein";"";"";"";"3241001";"Hannover";"";"";"";"";"";"Verkehr (1A3)";"1A3";"";"";"";"k.A.";
"DENI008";"Braunschweig Verkehr_alt";"Luftmessstation";"";"01.08.1993";"29.12.2011";"";"nein";"Bohlweg";"";"38100";"Braunschweig";"10,524609";"52,263331";"72";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"";"BGVS";"No";"";"";"";"Daten vor Inbetriebnahme vorhanden";"";"nein";"";"";"";"3101000";"Braunschweig";"54";"12000";"2";"1";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DENI011";"Braunschweig";"Luftmessstation";"";"01.01.1978";"01.01.1978";"";"nein";"Broitzem (Fernmeldeturm)";"";"38122";"Braunschweig";"10,473640";"52,226940";"98";"vorstädtisches Gebiet";"Hintergrund";"";">100-200 m";"SW von Braunschweig gelegen";"BGSW";"No";"ST";"ST";"";"";"Kontinuierliche Partikelmessungen werden bezogen auf das gravimetrische Referenzverfahren mit Messhöhen < 4 m";"nein";"";"";"";"3101000";"Braunschweig";"";"";"";"";"";"keine Emissionen (no)";"no";"3,30";"4,60";"";"k.A.";
"DENI014";"Büddenstedt/Reinsdorf";"Luftmessstation";"";"01.12.1986";"01.12.1986";"18.03.1998";"nein";"Hohenslebener Str.";"";"38372";"Büddenstedt";"11,043349";"52,154741";"130";"ländliches Gebiet";"Hintergrund";"";"";"";"BTSO";"No";"LA";"ST";"ab 26.11.1986, 06-96, Hohenslebener Str.";"";"";"nein";"";"";"";"3154003";"Büddenstedt";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DENI015";"Salzgitter/Lebenstedt";"Luftmessstation";"";"21.10.1987";"21.10.1987";"31.03.1998";"nein";"Korbmacherweg";"";"38229";"Salzgitter";"10,348166";"52,149628";"94";"vorstädtisches Gebiet";"Hintergrund";"";"direkt (0-1 m)";"Fluss:Flote";"SRCC";"No";"ST";"ST";"ab 21.10.1987, 06-96";"";"";"nein";"";"";"";"3102000";"Salzgitter";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DENI016";"Oker/Harlingerode";"Luftmessstation";"";"01.05.1980";"01.05.1980";"";"nein";"Eichenweg";"61";"38642";"Goslar";"10,481320";"51,901580";"208";"vorstädtisches Gebiet";"Hintergrund";"";"direkt (0-1 m)";"";"OGCC";"No";"LA";"ST";"";"";"";"nein";"";"";"";"3153005";"Goslar";"";"";"28";"8";"";"keine Emissionen (no)";"no";"3,30";"4,65";"";"k.A.";
"DENI019";"Solling";"Luftmessstation";"";"11.10.1985";"11.10.1985";"19.03.2010";"nein";"Forstquadrat 251";"";"37170";"Dassel";"9,577714";"51,759751";"500";"ländliches Gebiet";"Hintergrund";"";"";"";"DLSW";"No";"LA";"LA";"ab 11.10.1985, 06-96";"";"";"nein";"";"";"";"3155501";"Solling (Landkreis Northeim)";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DENI020";"Wolfsburg";"Luftmessstation";"";"01.02.1988";"01.02.1988";"";"nein";"Krähenhoop";"";"38448";"Wolfsburg";"10,816380";"52,440810";"66";"vorstädtisches Gebiet";"Hintergrund";"";">200-500 m";"VW-Werk (sw)";"WGCC";"No";"ST";"ST";"ab 29.01.1988, 06-96";"";"bezogen auf mittleren Meridianstreifen, Kontinuierliche Partikelmessungen werden bezogen auf das gravimetrische Referenzverfahren mit Messhöhen < 4 m";"nein";"";"";"";"3103000";"Wolfsburg";"";"";"";"52";"";"keine Emissionen (no)";"no";"3,70";"4,55";"";"k.A.";
"DENI021";"Hann. Münden";"Luftmessstation";"";"23.12.1986";"23.12.1986";"26.02.1998";"nein";"Unterm Königshof";"";"34346";"Hann. Münden";"9,659120";"51,401684";"195";"städtisches Gebiet";"Industrie";"";"";"";"MNSS";"No";"ST";"ST";"ab 23.12.1986, 06-96";"";"";"nein";"";"";"";"3152016";"Hann. Münden";"";"";"";"";"";"Industrieprozesse (2)";"2";"3,5";"3,5";"";"k.A.";
